,Issuing Agent,Policy No,CUTOFF,Count_Policy
1169272,60036957,80072312,20230131,0
1169298,60023343,80055568,20230131,0
1169299,60022880,80053343,20230131,0
1169302,60026332,80059181,20230131,0
1169304,60054549,80099610,20230131,0
1169387,60032775,80115773,20230131,0
1169388,60074722,80132341,20230131,1
1169389,60042773,80098909,20230131,0
1169392,60031502,80098716,20230131,0
1169398,60066784,80132052,20230131,1
1169403,60074551,80132071,20230131,1
1169408,60022827,80053251,20230131,0
1169411,60010064,80016698,20230131,0
1169418,60058135,80109297,20230131,0
1169439,60007708,80131909,20230131,1
1169666,60035303,80069956,20230131,0
1169671,60034046,80071606,20230131,0
1169677,60056965,80110109,20230131,0
1169678,60019341,80037395,20230131,0
1169700,60058069,80130845,20230131,0
1169710,60055939,80102442,20230131,0
1169713,60067425,80131144,20230131,0
1169714,60016725,80034816,20230131,0
1169716,60031755,80068187,20230131,0
1169762,60031109,80067864,20230131,0
1169809,60036079,80102604,20230131,0
1169813,60074485,80132033,20230131,1
1170105,60023744,80054120,20230131,0
1170106,60072703,80132409,20230131,1
1170107,60043073,80085363,20230131,0
1170110,60025145,80060469,20230131,0
1170113,60032887,80067195,20230131,0
1170150,60024845,80089454,20230131,0
1170151,60045760,80098499,20230131,0
1170154,60012312,80019650,20230131,0
1170159,60075884,80132195,20230131,1
1170160,60058748,80131674,20230131,1
1170163,60054473,80131834,20230131,1
1171711,60011372,80019761,20230131,0
1171713,60018006,80033979,20230131,0
1171715,60012225,80020170,20230131,0
1171717,60007655,80009589,20230131,0
1171718,60023705,80130892,20230131,1
1171758,60074503,80131780,20230131,1
1171765,60075463,80132928,20230131,1
1171770,60006894,80131474,20230131,1
1171794,60035225,80071348,20230131,0
1171803,60069134,80132733,20230131,1
1171808,60009335,80099557,20230131,0
1175034,60023744,80071761,20230131,0
1178616,60073190,80132828,20230131,1
1178620,60056020,80132630,20230131,1
1178693,60057762,80132697,20230131,1
1178697,60075667,80131500,20230131,1
1178702,60018144,80046129,20230131,0
1178704,60006916,80025881,20230131,0
1178707,60016243,80035720,20230131,0
1178795,60012247,80019470,20230131,0
1178796,60076039,80132785,20230131,1
1178797,60036079,80102618,20230131,0
1178801,60075921,80132259,20230131,1
1178802,60075163,80132921,20230131,1
1178807,60066901,80132405,20230131,1
1178810,60063260,80132981,20230131,1
1178867,60076056,80132214,20230131,1
1178871,60012533,80019645,20230131,0
1178872,60011582,80018320,20230131,0
1180264,60035173,80072276,20230131,0
1180304,60041302,80132755,20230131,1
1180311,60012163,80019533,20230131,0
1180312,60047024,80088184,20230131,0
1180334,60037465,80073087,20230131,0
1180336,60053271,80097785,20230131,0
1180338,60073213,80126663,20230131,-1
1180351,60026119,80131544,20230131,1
1180363,60039649,80082187,20230131,0
1180364,60014226,80024426,20230131,0
1180367,60014905,80029818,20230131,0
1180368,60021531,80055856,20230131,0
1180373,60008718,80013326,20230131,0
1180376,60022514,80053515,20230131,0
1180379,60033474,80073288,20230131,0
1180383,60075604,80132232,20230131,1
1180386,60043854,80082100,20230131,0
1180406,60055623,80132729,20230131,1
1180408,60076119,80132783,20230131,1
1180409,60069832,80131896,20230131,1
1180413,60075172,80132859,20230131,1
1180464,60071439,80132780,20230131,1
1180472,60075549,80131615,20230131,1
1180494,60073786,80132023,20230131,1
1184744,60019105,80073584,20230131,0
1185274,60064674,80131485,20230131,1
1186638,60015807,80034384,20230131,0
1186644,60019245,80038340,20230131,0
1186697,60021718,80053658,20230131,0
1186699,60075319,80131838,20230131,1
1186700,60013689,80036243,20230131,0
1186701,60028650,80069302,20230131,0
1186706,60022264,80055720,20230131,0
1186752,60042773,80102484,20230131,0
1186758,60071404,80131887,20230131,1
1186759,60037447,80072417,20230131,0
1186763,60075810,80131681,20230131,1
1186801,60071439,80132773,20230131,1
1186805,60059145,80131745,20230131,1
1186814,60075830,80131570,20230131,1
1186856,60014731,80033509,20230131,0
1186860,60033122,80067686,20230131,0
1186861,60032645,80101759,20230131,0
1186867,60014768,80036782,20230131,0
1186868,60075815,80131961,20230131,1
1186887,60075971,80132181,20230131,1
1186899,60076045,80132230,20230131,1
1186902,60048682,80102217,20230131,0
1186940,60021641,80047836,20230131,0
1186941,60032691,80067760,20230131,0
1186949,60043918,80132650,20230131,1
1186952,60012230,80019965,20230131,0
1186992,60075730,80132227,20230131,1
1186995,60028642,80071402,20230131,0
1187004,60023800,80055781,20230131,0
1187008,60046238,80132354,20230131,1
1187100,60027638,80068258,20230131,0
1187134,60057869,80116517,20230131,-1
1187138,60070645,80132194,20230131,1
1189424,60012789,80020224,20230131,0
1190715,60011813,80019310,20230131,0
1203369,60052633,80101029,20230131,0
1203370,60038799,80076194,20230131,0
1203372,60034217,80079318,20230131,0
1203376,60070892,80132959,20230131,1
1203419,60066901,80132420,20230131,1
1203421,60014474,80026705,20230131,0
1203423,60073399,80132321,20230131,1
1203424,60053138,80102494,20230131,0
1203428,60024304,80132537,20230131,1
1203473,60071722,80132468,20230131,1
1203475,60024254,80055536,20230131,0
1203476,60074154,80131948,20230131,1
1203481,60020876,80053335,20230131,0
1203484,60076043,80132078,20230131,1
1203538,60022035,80055741,20230131,0
1203539,60013222,80055412,20230131,0
1203540,60032937,80067685,20230131,0
1203548,60072144,80132118,20230131,1
1203574,60028786,80071730,20230131,0
1203578,60019460,80053110,20230131,0
1203579,60059033,80132217,20230131,1
1203585,60075351,80132941,20230131,1
1203589,60067572,80132096,20230131,1
1205142,60023744,80071755,20230131,0
1206476,60022960,80052424,20230131,0
1207451,60014768,80032936,20230131,0
1207454,60032197,80071922,20230131,0
1208265,60056393,80132700,20230131,1
1208322,60059148,80131739,20230131,1
1208323,60071329,80131793,20230131,1
1208324,60059149,80131806,20230131,1
1208325,60073086,80132861,20230131,1
1208330,60005526,80008357,20230131,0
1208772,60031520,80066980,20230131,0
1208776,60018873,80045190,20230131,0
1208782,60038641,80096454,20230131,0
1208784,60021913,80055077,20230131,0
1208807,60026501,80098515,20230131,0
1208813,60012036,80019369,20230131,0
1208817,60031451,80068468,20230131,0
1208883,60062474,80131877,20230131,1
1208888,60011253,80017030,20230131,0
1208927,60043718,80086730,20230131,0
1208935,60024278,80055756,20230131,0
1208936,60009367,80012533,20230131,0
1208939,60054433,80101996,20230131,0
1208978,60072459,80132144,20230131,1
1208979,60053396,80097104,20230131,0
1208990,60012533,80019637,20230131,0
1208991,60056210,80133042,20230131,1
1208994,60069245,80132263,20230131,1
1209031,60073266,80133052,20230131,1
1209037,60072007,80132383,20230131,1
1209038,60033498,80070648,20230131,0
1209095,60071731,80133003,20230131,1
1209098,60074496,80132519,20230131,1
1209131,60005142,80008991,20230131,0
1209136,60022765,80054277,20230131,0
1209142,60032526,80072260,20230131,0
1209172,60017993,80034159,20230131,0
1209175,60074765,80132047,20230131,1
1209354,60031292,80066723,20230131,0
1211528,60037447,80072232,20230131,0
1211552,60052876,80096878,20230131,0
1211599,60053378,80097464,20230131,0
1211602,60046238,80128831,20230131,0
1211603,60034684,80072052,20230131,0
1211624,60042080,80101779,20230131,0
1211632,60026181,80060925,20230131,0
1211636,60032526,80066961,20230131,0
1211679,60028746,80073142,20230131,0
1211681,60007054,80007775,20230131,0
1211682,60071316,80131234,20230131,-1
1211713,60008776,80131957,20230131,1
1211721,60010072,80013860,20230131,0
1211722,60018770,80037553,20230131,0
1211723,60055973,80103287,20230131,0
1211724,60075631,80132687,20230131,1
1211748,60061917,80132430,20230131,1
1211752,60074142,80132543,20230131,1
1211805,60026216,80072035,20230131,0
1211819,60073168,80132925,20230131,1
1211821,60074142,80132543,20230131,0
1219832,60007595,80009112,20230131,0
1222993,60045076,80083995,20230131,0
1223054,60015813,80036384,20230131,0
1223062,60028184,80072520,20230131,0
1223106,60031229,80073629,20230131,0
1223168,60076006,80132617,20230131,1
1224663,60071876,80131969,20230131,1
1225395,60020444,80046488,20230131,0
1225397,60036032,80073547,20230131,0
1225399,60020840,80043329,20230131,0
1225400,60029554,80070264,20230131,0
1225422,60023247,80055339,20230131,0
1225431,60055933,80131801,20230131,1
1225477,60027776,80072105,20230131,0
1225478,60056582,80131789,20230131,1
1225481,60008316,80013020,20230131,0
1225485,60075183,80131668,20230131,1
1225508,60021255,80054685,20230131,0
1225512,60022764,80067405,20230131,0
1225514,60008836,80018347,20230131,0
1225520,60074502,80131770,20230131,1
1225521,60024274,80055713,20230131,0
1225522,60075447,80131976,20230131,1
1225524,60073411,80131848,20230131,1
1225526,60006926,80009093,20230131,0
1225527,60074214,80132953,20230131,1
1225529,60055648,80102693,20230131,0
1225530,60006754,80132296,20230131,1
1225536,60070970,80132858,20230131,1
1225588,60072718,80131575,20230131,1
1229574,60071977,80132890,20230131,1
1229583,60023830,80055501,20230131,0
1229584,60075582,80131521,20230131,1
1229623,60026880,80072172,20230131,0
1229657,60042878,80085792,20230131,0
1229662,60022763,80053636,20230131,0
1229665,60072798,80132659,20230131,1
1229668,60011880,80017951,20230131,0
1229670,60012418,80019562,20230131,0
1229671,60074153,80132105,20230131,-1
1229694,60032592,80067706,20230131,0
1229695,60073448,80131694,20230131,1
1229696,60010522,80019545,20230131,0
1229706,60027488,80132349,20230131,1
1229707,60035763,80073401,20230131,0
1229709,60041821,80082281,20230131,0
1229728,60074142,80132533,20230131,1
1229731,60073066,80133000,20230131,1
1229735,60075099,80131958,20230131,1
1229738,60030974,80067583,20230131,0
1229744,60074155,80132082,20230131,1
1229746,60074153,80132105,20230131,1
1239105,60011394,80017782,20230131,0
1240205,60036883,80072421,20230131,0
1240209,60034830,80071820,20230131,0
1240222,60059617,80128854,20230131,-1
1240223,60020824,80054263,20230131,0
1240224,60024188,80060625,20230131,0
1240231,60070706,80132624,20230131,1
1240257,60067414,80126059,20230131,-1
1240269,60066766,80131714,20230131,1
1240271,60074568,80131759,20230131,1
1240280,60076106,80132597,20230131,1
1240285,60051596,80100493,20230131,0
1240289,60011683,80017703,20230131,0
1240296,60035374,80072635,20230131,0
1240298,60030230,80068598,20230131,0
1240302,60076148,80133064,20230131,1
1240308,60073085,80132812,20230131,1
1240314,60016715,80036636,20230131,0
1240327,60070970,80131710,20230131,1
1240328,60074597,80132114,20230131,1
1241557,60007213,80009116,20230131,0
1246007,60035726,80131473,20230131,1
1249579,60006250,80012372,20230131,0
1259027,60071381,80132750,20230131,1
1259031,60032194,80066483,20230131,0
1259043,60055972,80131798,20230131,1
1259044,60036498,80070262,20230131,0
1259060,60051014,80099597,20230131,0
1259077,60070772,80132865,20230131,1
1259082,60071381,80132750,20230131,-1
1259092,60056187,80131821,20230131,1
1259094,60062313,80132693,20230131,1
1259105,60024320,80055821,20230131,0
1259106,60031222,80072173,20230131,0
1259107,60075818,80131715,20230131,1
1259111,60012545,80019642,20230131,0
1259112,60027761,80085098,20230131,0
1259118,60075741,80132450,20230131,1
1259128,60072427,80132001,20230131,1
1259129,60057170,80132713,20230131,1
1259131,60067561,80133009,20230131,1
1259134,60004265,80017263,20230131,0
1259138,60075447,80131384,20230131,-1
1259141,60012418,80019807,20230131,0
1259142,60075269,80132063,20230131,1
1259144,60018133,80052985,20230131,0
1259637,60012169,80019449,20230131,0
1259638,60029906,80069871,20230131,0
1259644,60014843,80101995,20230131,0
1259645,60036353,80070600,20230131,0
1259646,60021264,80052504,20230131,0
1266702,60030372,80067246,20230131,0
1266707,60055933,80131742,20230131,1
1266720,60075602,80131912,20230131,1
1266727,60074666,80131529,20230131,1
1266735,60038818,80131300,20230131,1
1266737,60034632,80072731,20230131,0
1266739,60033235,80068719,20230131,0
1266741,60034969,80069823,20230131,0
1266745,60075884,80132196,20230131,1
1266748,60017616,80038314,20230131,0
1266751,60027530,80073447,20230131,0
1266753,60061917,80132441,20230131,1
1266757,60015713,80132626,20230131,1
1266762,60073182,80132017,20230131,1
1266767,60032080,80097178,20230131,0
1266776,60054127,80131603,20230131,1
1267141,60052641,80097823,20230131,0
1267145,60005670,80006653,20230131,0
1267148,60016997,80032528,20230131,0
1267149,60009632,80018751,20230131,0
1267150,60045089,80088528,20230131,0
1267151,60054229,80099329,20230131,0
1267154,60014118,80027323,20230131,0
1267155,60023945,80055883,20230131,0
1267156,60054480,80101555,20230131,0
1267158,60067554,80131786,20230131,1
1267161,60059311,80131808,20230131,1
1267165,60023085,80055279,20230131,0
1267168,60069215,80131185,20230131,1
1267170,60074123,80132702,20230131,1
1267175,60007717,80009210,20230131,0
1267180,60009800,80115073,20230131,0
1267182,60071870,80132376,20230131,1
1267183,60066756,80133053,20230131,1
1267184,60033292,80072865,20230131,0
1267188,60012054,80019358,20230131,0
1267190,60018139,80036634,20230131,0
1267197,60024733,80065282,20230131,0
1272072,60010948,80017389,20230131,0
1275581,60019099,80071874,20230131,0
1275585,60014000,80023420,20230131,0
1275586,60003427,80013434,20230131,0
1275589,60022768,80051272,20230131,0
1275590,60022968,80052666,20230131,0
1275591,60024304,80131547,20230131,1
1275603,60038357,80082271,20230131,0
1275617,60017548,80102824,20230131,0
1275633,60067591,80131868,20230131,1
1275639,60055933,80131774,20230131,1
1275643,60057864,80131675,20230131,1
1275653,60055663,80102120,20230131,0
1275654,60032997,80069873,20230131,0
1275656,60064945,80131782,20230131,1
1275657,60075926,80131926,20230131,1
1275661,60022437,80055861,20230131,0
1275664,60055932,80131787,20230131,1
1275670,60073411,80131845,20230131,1
1275680,60069111,80132808,20230131,1
1275682,60074117,80132254,20230131,1
1275683,60073062,80132290,20230131,1
1275684,60040745,80132240,20230131,1
1275688,60023723,80053880,20230131,0
1275691,60053308,80096930,20230131,0
1275700,60007497,80009604,20230131,0
1275709,60033105,80068086,20230131,0
1275716,60074132,80130065,20230131,-1
1275720,60075807,80131687,20230131,1
1277473,60075667,80131499,20230131,1
1277571,60036128,80087008,20230131,0
