,Policy No,Count_Policy
20599,80018173,
20600,80018302,
20601,80018318,
20602,80018332,
20603,80019160,
20604,80020305,
20605,80020490,
20606,80020493,
20607,80020919,
20608,80022375,
20609,80022667,
20610,80022709,
20611,80023212,
20612,80023997,
20613,80024379,
20614,80025047,
20615,80025075,
20616,80026154,
20617,80027430,
20618,80029289,
20619,80029374,
20620,80032804,
20621,80032807,
20622,80034705,
20623,80038459,
20624,80039202,
20625,80039328,
20626,80039468,
20627,80041748,
20628,80044595,
20629,80051478,
20630,80052303,
20631,80057878,
20632,80060687,
20633,80017150,
20634,80017163,
20635,80018171,
20636,80018323,
20637,80018967,
20638,80018997,
20639,80019273,
20640,80020005,
20641,80020191,
20642,80022933,
20643,80024458,
20644,80025562,
20645,80017576,
20646,80017608,
20647,80017610,
20648,80017613,
20649,80018233,
20650,80018251,
20651,80018255,
20652,80018534,
20653,80016141,
20654,80016145,
20655,80017590,
20656,80017592,
20657,80017719,
20658,80018622,
20659,80018627,
20660,80018691,
20661,80015952,
20662,80019866,
20663,80019926,
20664,80019712,
20665,80019719,
20666,80017893,
20667,80018766,
20668,80019098,
20669,80019539,
20670,80020352,
20671,80020809,
20672,80021766,
20673,80022710,
20674,80019708,
20675,80019582,
20676,80019830,
20677,80018006,
20678,80019311,
20679,80020015,
20680,80020934,
20681,80021831,
20682,80021885,
20683,80021888,
20684,80032536,
20685,80016098,
20686,80017268,
20687,80017269,
20688,80017273,
20689,80017283,
20690,80017289,
20691,80017356,
20692,80017366,
20693,80017379,
20694,80017391,
20695,80017397,
20696,80017415,
20697,80017419,
20698,80018174,
20699,80018175,
20700,80018179,
20701,80018205,
20702,80018815,
20703,80018941,
20704,80019865,
20705,80019868,
20706,80019883,
20707,80021642,
20708,80023297,
20709,80023479,
20710,80024261,
20711,80123654,
20712,80127010,
20713,80128723,
20714,80128755,
20715,80018953,
20716,80019530,
20717,80017232,
20718,80018685,
20719,80018804,
20720,80018957,
20721,80020088,
20722,80020108,
20723,80021380,
20724,80021390,
20725,80022864,
20726,80020134,
20727,80021824,
20728,80024193,
20729,80017342,
20730,80018001,
20731,80018472,
20732,80021602,
20733,80021607,
20734,80028685,
20735,80041068,
20736,80017330,0.0
20737,80017337,0.0
20738,80017346,0.0
20739,80017363,0.0
20740,80017365,0.0
20741,80017645,0.0
20742,80017650,0.0
20743,80018905,0.0
20744,80019428,0.0
20745,80018848,
20746,80018864,
20747,80018875,
20748,80020480,
20749,80020502,
20750,80005415,
20751,80015287,
20752,80015292,
20753,80016147,
20754,80019452,
20755,80022047,
20756,80023350,
20757,80025991,
20758,80031194,
20759,80019365,
20760,80019471,
20761,80020548,
20762,80021494,
20763,80021618,
20764,80025706,
20765,80028693,
20766,80019818,
20767,80020529,
20768,80021613,
20769,80022636,
20770,80023961,
20771,80025748,
20772,80018853,
20773,80019819,
20774,80020815,
20775,80021439,
20776,80021498,
20777,80021832,
20778,80022647,
20779,80022650,
20780,80023053,
20781,80024041,
20782,80025653,
20783,80017413,
20784,80017751,
20785,80018077,
20786,80018317,
20787,80019158,
20788,80019474,
20789,80019476,
20790,80017385,
20791,80017386,
20792,80017394,
20793,80017417,
20794,80017420,
20795,80017423,
20796,80017434,
20797,80018025,
20798,80018420,
20799,80018431,
20800,80018586,
20801,80019456,
20802,80019636,
20803,80019731,
20804,80019732,
20805,80019740,
20806,80019773,
20807,80019935,
20808,80019955,
20809,80020329,
20810,80020354,
20811,80020359,
20812,80020570,
20813,80020573,
20814,80020667,
20815,80021067,
20816,80021072,
20817,80021109,
20818,80025097,
20819,80036611,
20820,80048061,
20821,80018313,
20822,80018432,
20823,80018433,
20824,80018434,
20825,80018437,
20826,80020041,
20827,80020668,
20828,80018782,
20829,80018024,
20830,80020794,
20831,80017574,
20832,80022781,
20833,80017495,0.0
20834,80019307,
20835,80021870,
20836,80021887,
20837,80023073,
20838,80051991,
20839,80053314,
20840,80053559,0.0
20841,80055139,
20842,80021860,
20843,80022227,
20844,80023070,
20845,80017931,
20846,80017436,
20847,80017643,
20848,80017466,
20849,80017732,
20850,80019165,
20851,80017531,
20852,80021201,
20853,80017567,
20854,80019296,
20855,80019526,
20856,80017977,
20857,80017806,
20858,80019179,
20859,80020881,
20860,80019079,
20861,80017437,
20862,80017440,
20863,80017442,
20864,80017444,
20865,80017446,
20866,80017447,
20867,80017448,
20868,80017449,
20869,80017454,
20870,80017463,
20871,80017469,
20872,80017502,
20873,80017504,
20874,80017942,
20875,80017944,
20876,80017945,
20877,80017946,
20878,80017959,
20879,80017963,
20880,80017972,
20881,80017973,
20882,80017974,
20883,80017978,
20884,80017980,
20885,80018091,
20886,80019315,
20887,80019316,
20888,80019317,
20889,80019318,
20890,80019319,
20891,80019320,
20892,80019324,
20893,80019325,
20894,80019326,
20895,80019327,
20896,80019332,
20897,80019334,
20898,80019336,
20899,80019337,
20900,80019338,
20901,80019350,
20902,80019353,
20903,80019354,
20904,80019356,
20905,80020181,
20906,80020182,
20907,80020183,
20908,80020185,
20909,80021313,
20910,80021315,
20911,80021316,
20912,80021318,
20913,80021321,
20914,80021345,
20915,80021362,
20916,80021363,
20917,80021364,
20918,80021365,
20919,80021366,
20920,80021367,
20921,80021369,
20922,80021371,
20923,80021373,
20924,80021377,
20925,80021384,
20926,80021391,
20927,80021398,
20928,80021456,
20929,80022276,
20930,80022280,
20931,80022283,
20932,80022286,
20933,80022287,
20934,80022911,
20935,80022917,
20936,80022920,
20937,80022925,
20938,80022927,
20939,80022928,
20940,80022946,
20941,80022948,
20942,80022951,
20943,80022968,
20944,80022970,
20945,80022971,
20946,80022990,
20947,80022992,
20948,80022993,
20949,80022996,
20950,80022998,
20951,80023003,
20952,80023004,
20953,80023008,
20954,80023379,
20955,80023380,
20956,80023381,
20957,80023382,
20958,80023383,
20959,80023384,
20960,80023385,
20961,80023451,
20962,80023452,
20963,80023456,
20964,80023458,
20965,80023461,
20966,80023467,
20967,80023503,
20968,80023504,
20969,80023509,
20970,80023511,
20971,80023512,
20972,80023513,
20973,80017926,
20974,80018823,
20975,80019437,
20976,80017482,
20977,80017530,
20978,80017536,
20979,80018053,
20980,80018082,
20981,80018084,
20982,80018460,
20983,80019750,
20984,80020164,
20985,80020996,
20986,80022861,
20987,80023677,
20988,80025309,
20989,80026743,
20990,80027906,
20991,80030101,
20992,80026314,
20993,80028471,
20994,80030298,
20995,80031798,
20996,80017749,
20997,80017492,
20998,80018799,
20999,80020148,
21000,80017693,0.0
21001,80019632,
21002,80019633,
21003,80021245,
21004,80021979,
21005,80021980,
21006,80021983,
21007,80022068,
21008,80022766,
21009,80024482,
21010,80024737,
21011,80025780,
21012,80031149,
21013,80044117,
21014,80046313,
21015,80056224,
21016,80066286,
21017,80017540,
21018,80018202,
21019,80018727,
21020,80020400,
21021,80019670,
21022,80018364,
21023,80019389,
21024,80019422,
21025,80019603,
21026,80019722,0.0
21027,80020184,
21028,80011066,
21029,80011502,
21030,80011503,
21031,80057130,
21032,80064848,
21033,80064850,
21034,80118928,
21035,80017460,
21036,80018153,
21037,80020545,
21038,80023494,
21039,80023517,
21040,80024439,
21041,80025378,
21042,80032246,
21043,80017714,
21044,80019418,
21045,80021882,
21046,80020063,
21047,80020082,
21048,80018399,
21049,80017933,
21050,80017934,
21051,80017767,
21052,80017794,
21053,80018240,
21054,80018250,
21055,80019410,
21056,80019417,
21057,80020773,
21058,80020779,
21059,80021322,
21060,80025306,
21061,80017879,
21062,80017898,
21063,80018214,
21064,80018216,
21065,80018504,
21066,80019104,
21067,80019180,
21068,80020064,
21069,80031791,
21070,80031814,
21071,80018830,
21072,80025833,
21073,80018049,
21074,80027678,
21075,80031046,
21076,80018758,
21077,80019043,
21078,80019046,
21079,80017750,
21080,80017755,
21081,80019556,
21082,80020988,
21083,80023194,
21084,80025292,
21085,80019419,
21086,80019432,
21087,80019433,
21088,80020277,
21089,80020572,
21090,80020978,
21091,80021053,
21092,80021054,
21093,80018403,
21094,80020364,
21095,80017653,
21096,80017765,
21097,80018281,
21098,80018367,
21099,80019560,
21100,80020189,
21101,80020334,
21102,80021226,
21103,80021227,
21104,80021267,
21105,80021485,
21106,80021490,
21107,80021770,
21108,80022019,
21109,80022020,
21110,80022023,
21111,80022024,
21112,80022049,
21113,80022169,
21114,80022222,
21115,80022304,
21116,80023158,
21117,80023258,
21118,80023421,
21119,80023426,
21120,80023736,
21121,80023971,
21122,80024473,
21123,80024475,
21124,80024556,
21125,80024558,
21126,80024631,
21127,80025304,
21128,80025312,
21129,80029467,
21130,80029469,
21131,80031308,
21132,80031349,
21133,80032587,
21134,80032842,
21135,80032844,
21136,80035084,
21137,80035086,
21138,80035088,
21139,80017648,
21140,80017691,
21141,80017781,
21142,80018023,
21143,80018026,
21144,80018028,
21145,80018098,
21146,80019699,
21147,80020301,
21148,80020387,
21149,80020571,
21150,80020659,
21151,80021059,
21152,80021060,
21153,80021122,
21154,80021124,
21155,80021168,
21156,80021268,
21157,80021846,
21158,80022142,
21159,80022170,
21160,80022174,
21161,80022175,
21162,80022331,
21163,80023305,
21164,80023370,
21165,80023371,
21166,80023454,
21167,80023485,
21168,80023989,
21169,80024520,
21170,80024523,
21171,80024559,
21172,80024632,
21173,80024696,
21174,80025046,
21175,80025051,
21176,80025058,
21177,80025178,
21178,80025182,
21179,80025184,
21180,80025289,
21181,80025504,
21182,80026973,
21183,80033170,
21184,80017745,
21185,80018582,
21186,80019941,
21187,80020666,
21188,80018236,
21189,80018238,
21190,80018241,
21191,80018243,
21192,80018368,
21193,80017710,
21194,80018085,
21195,80019286,
21196,80019329,0.0
21197,80019664,0.0
21198,80019890,
21199,80020411,
21200,80022075,
21201,80022077,
21202,80023652,
21203,80023671,
21204,80023672,
21205,80023744,
21206,80024694,
21207,80024719,
21208,80024829,
21209,80025577,
21210,80025652,
21211,80025922,
21212,80026968,
21213,80028623,
21214,80028758,
21215,80029758,
21216,80057019,
21217,80024493,
21218,80019781,
21219,80017844,
21220,80018055,
21221,80018991,
21222,80017951,0.0
21223,80017953,
21224,80017954,
21225,80018469,
21226,80018650,
21227,80018786,0.0
21228,80018789,0.0
21229,80018790,0.0
21230,80018792,0.0
21231,80018793,0.0
21232,80020250,
21233,80020550,
21234,80019351,
21235,80020534,
21236,80020714,
21237,80022785,
21238,80025273,
21239,80020839,
21240,80021527,
21241,80022328,
21242,80027053,
21243,80021307,
21244,80022234,
21245,80025307,
21246,80027771,
21247,80018516,
21248,80020163,
21249,80020870,
21250,80021306,
21251,80023846,
21252,80025342,
21253,80027114,
21254,80027762,
21255,80024094,
21256,80030188,
21257,80031875,
21258,80039927,
21259,80039928,
21260,80018897,
21261,80018908,
21262,80019402,
21263,80019961,
21264,80019971,
21265,80019974,
21266,80019986,
21267,80020004,
21268,80020013,
21269,80020022,
21270,80020828,
21271,80021099,
21272,80021852,
21273,80021892,
21274,80022518,
21275,80022530,
21276,80022569,
21277,80022623,
21278,80022642,
21279,80022645,
21280,80022671,
21281,80022712,
21282,80023088,
21283,80023096,
21284,80023106,
21285,80023109,
21286,80023112,
21287,80023623,
21288,80023626,
21289,80023645,
21290,80024120,
21291,80024752,
21292,80024755,
21293,80024759,
21294,80024774,
21295,80025093,
21296,80025094,
21297,80025278,
21298,80025853,
21299,80026709,
21300,80029004,
21301,80029918,
21302,80029938,
21303,80030138,
21304,80030267,
21305,80030272,
21306,80030640,
21307,80031573,
21308,80031582,
21309,80033059,
21310,80038802,
21311,80020101,
21312,80024161,
21313,80024197,
21314,80024836,
21315,80025142,
21316,80025196,
21317,80025202,
21318,80025208,
21319,80025415,
21320,80025425,
21321,80025442,
21322,80025773,
21323,80028705,
21324,80028778,
21325,80030137,
21326,80030883,
21327,80034105,
21328,80039206,
21329,80040047,
21330,80042893,
21331,80046180,
21332,80018050,
21333,80018752,
21334,80018757,
21335,80020865,
21336,80021865,
21337,80023174,
21338,80023482,
21339,80023804,
21340,80024151,
21341,80024153,
21342,80024200,
21343,80024400,
21344,80025791,
21345,80026696,
21346,80026702,
21347,80026737,
21348,80028551,
21349,80028622,
21350,80028795,
21351,80029090,
21352,80029867,
21353,80030143,
21354,80030873,
21355,80032529,
21356,80039204,
21357,80041732,
21358,80041881,
21359,80041928,
21360,80042152,
21361,80042327,
21362,80042333,
21363,80044166,
21364,80044205,
21365,80046190,
21366,80047073,
21367,80048955,
21368,80048958,
21369,80052011,
21370,80052257,
21371,80052609,
21372,80054447,
21373,80055156,0.0
21374,80055216,0.0
21375,80063140,
21376,80078556,
21377,80080496,
21378,80080980,
21379,80089242,
21380,80089250,
21381,80089283,
21382,80120184,
21383,80122919,
21384,80018047,
21385,80018356,
21386,80020643,
21387,80018168,
21388,80018735,
21389,80021476,
21390,80021495,
21391,80021496,
21392,80021563,
21393,80021565,
21394,80021808,
21395,80023884,
21396,80040342,
21397,80070555,
21398,80070586,
21399,80070609,
21400,80017986,
21401,80017987,
21402,80017988,
21403,80019593,
21404,80017993,
21405,80018012,
21406,80027045,
21407,80028283,
21408,80030811,
21409,80117487,
21410,80018916,
21411,80018917,
21412,80018923,
21413,80018926,
21414,80018981,
21415,80019895,0.0
21416,80020716,
21417,80045994,
21418,80047774,
21419,80048133,
21420,80019110,
21421,80018160,
21422,80018166,
21423,80021425,
21424,80022849,
21425,80019091,
21426,80019985,
21427,80018369,
21428,80019005,
21429,80019151,
21430,80020039,0.0
21431,80018138,
21432,80018139,
21433,80018248,
21434,80019420,0.0
21435,80019810,
21436,80021103,
21437,80022129,
21438,80022703,
21439,80023079,
21440,80023355,
21441,80026597,
21442,80031773,
21443,80031924,
21444,80034791,
21445,80037243,
21446,80020733,
21447,80022326,
21448,80022430,
21449,80022693,
21450,80022804,
21451,80023641,
21452,80019215,
21453,80018127,
21454,80018140,
21455,80021656,
21456,80030546,
21457,80025201,
21458,80018546,
21459,80018601,
21460,80019914,
21461,80019924,
21462,80020761,
21463,80020785,
21464,80021930,
21465,80022189,
21466,80023878,
21467,80024849,
21468,80026933,
21469,80028702,
21470,80018958,
21471,80019166,
21472,80019660,
21473,80019887,
21474,80020771,
21475,80021094,
21476,80021102,
21477,80021594,
21478,80021633,
21479,80021839,
21480,80021844,
21481,80022185,
21482,80022186,
21483,80023880,
21484,80019086,
21485,80019175,
21486,80019891,
21487,80020768,
21488,80020790,
21489,80020792,
21490,80019575,
21491,80019680,
21492,80019681,
21493,80020784,
21494,80021663,
21495,80022400,
21496,80018121,
21497,80019673,
21498,80019800,0.0
21499,80021159,
21500,80018176,0.0
21501,80021157,
21502,80028529,
21503,80030779,
21504,80018096,
21505,80018100,
21506,80019497,
21507,80019500,
21508,80025343,
21509,80026344,
21510,80027411,
21511,80030800,
21512,80044248,
21513,80044298,
21514,80044487,
21515,80044488,
21516,80044806,
21517,80044810,
21518,80046702,
21519,80049883,
21520,80050190,
21521,80050192,
21522,80050475,
21523,80053861,
21524,80053867,
21525,80054041,
21526,80018158,
21527,80018207,
21528,80018339,
21529,80018961,
21530,80018984,
21531,80020603,
21532,80021654,
21533,80009111,
21534,80009124,
21535,80010789,
21536,80010817,
21537,80018299,
21538,80018896,
21539,80019911,
21540,80022315,
21541,80022467,
21542,80024231,
21543,80025467,
21544,80025557,
21545,80025631,
21546,80025666,
21547,80025671,
21548,80025755,
21549,80025763,
21550,80051428,
21551,80051431,
21552,80051432,
21553,80060244,
21554,80078784,
21555,80078788,
21556,80018146,0.0
21557,80018147,0.0
21558,80019375,0.0
21559,80019878,
21560,80019886,
21561,80019905,
21562,80020040,
21563,80021431,
21564,80021526,
21565,80022316,
21566,80023395,
21567,80023706,
21568,80023715,
21569,80023757,
21570,80025277,
21571,80025518,0.0
21572,80025733,
21573,80025771,
21574,80027909,
21575,80036033,
21576,80020427,
21577,80020438,
21578,80021634,
21579,80026274,
21580,80023399,
21581,80023944,
21582,80024489,
21583,80025236,
21584,80025845,
21585,80027607,
21586,80028291,
21587,80028539,
21588,80028905,
21589,80036007,
21590,80040793,
21591,80047642,
21592,80054407,
21593,80057420,
21594,80060386,
21595,80018229,
21596,80018263,
21597,80018264,
21598,80019516,
21599,80019520,
21600,80019725,
21601,80020754,
21602,80020760,
21603,80020888,
21604,80020889,
21605,80022041,
21606,80022043,
21607,80022989,
21608,80024419,
21609,80025984,
21610,80027595,
21611,80028753,
21612,80028800,
21613,80031977,
21614,80032717,
21615,80106587,
21616,80108471,
21617,80112909,
21618,80112915,
21619,80112945,
21620,80020673,
21621,80021511,
21622,80018208,
21623,80019126,
21624,80019200,
21625,80020758,
21626,80020765,
21627,80020770,
21628,80020786,
21629,80020789,
21630,80020868,
21631,80022109,
21632,80022666,
21633,80023402,
21634,80025696,
21635,80027054,
21636,80084839,
21637,80084844,
21638,80089613,
21639,80018221,
21640,80019113,
21641,80027736,
21642,80018178,
21643,80020549,
21644,80020691,
21645,80030602,
21646,80018459,
21647,80018774,
21648,80019300,
21649,80019631,
21650,80020224,0.0
21651,80020500,
21652,80020554,
21653,80021100,
21654,80021118,
21655,80021787,
21656,80022255,
21657,80024111,
21658,80025524,
21659,80026518,
21660,80026567,
21661,80026594,
21662,80027004,
21663,80027431,
21664,80027916,
21665,80029347,
21666,80029439,
